Time,CH4,CO,H2,Temperature,Velocity,Decay,Spike
0,43.83894694589488,185.41369967879987,117.86857578604824,551.6107951213993,1.041274260029494,1.0,1.0
1,42.23647026960219,168.84504281118112,112.2083409735848,535.2472756098389,1.2255640644763548,0.9834714538216176,0.9048374180359596
2,38.17310357398135,158.09659529123124,105.6980904637837,532.3396090061121,1.5395210075977772,0.967216100482006,0.8187307530779818
3,36.92576269513743,146.9796034594938,97.80931011322174,526.2939711339313,1.771406728315908,0.951229424500714,0.7408182206817179
4,33.86177335619437,137.8710605220603,92.4266708426278,520.2752138591006,2.118161805731006,0.9355069850316178,0.6703200460356392
5,33.01111907492099,127.34770795408934,87.34793564958021,507.1875839825667,2.249622002796964,0.9200444146293232,0.6065306597126334
6,30.953826146946017,118.4514874466335,79.5316353694171,501.01279979674814,2.401840676310682,0.9048374180359596,0.5488116360940265
7,30.36453882634335,114.19507341324044,78.25522497477547,493.8520458912017,2.4813071552517822,0.8898817709880238,0.4965853037914096
8,27.870764102798542,102.39353834856868,69.66579357416111,493.8017228501138,2.740895714767692,0.8751733190429475,0.4493289641172215
9,25.644674256709944,101.91108186848756,66.6205764688345,485.28238988440745,2.871512065886085,0.8607079764250578,0.4065696597405991
10,23.12108057242077,95.99206342218864,63.21281999372637,476.2909665949687,2.9161546079793514,0.846481724890614,0.3678794411714424
11,21.453741611299503,88.71596573389255,59.27061916562644,477.4530354719576,2.946759732540454,0.8324906126116027,0.3328710836980795
12,21.851145980437867,85.64454123304161,54.59320522349487,469.2149975706256,3.122042703567676,0.8187307530779818,0.3011942119122021
13,21.583235421224515,79.49797049274481,55.5980117915653,469.3055502352127,3.043330592434039,0.8051983240180705,0.2725317930340126
14,20.17234531199488,75.23853522059785,54.18579051289517,460.42455860561904,3.367403657475146,0.7918895663367816,0.2465969639416065
15,18.245930528457983,75.41377922062334,49.75581963975832,460.91164912140914,3.1346502801188665,0.7788007830714049,0.2231301601484298
16,16.98808299957255,70.564871105981,46.96072628895549,465.82492725475976,3.5137409139001154,0.7659283383646487,0.2018965179946553
17,17.947049815508272,71.07565692183323,44.1926969369839,452.3409737058803,3.362175683340614,0.7532686564546569,0.1826835240527346
18,16.33197293098786,69.49689438707601,43.54565448743995,454.285038174896,3.439067014279716,0.7408182206817179,0.1652988882215865
19,13.62732314634485,63.02966642847761,41.98670146295174,454.8959128321957,3.506728978482533,0.728573572511393,0.149568619222635
20,16.360486496424805,59.83744351999124,39.21521954735079,448.6608723464801,3.6630416440192777,0.7165313105737893,0.1353352832366126
21,12.017805864038966,60.36350262388871,37.07918465022294,450.7279895433677,3.582518925717434,0.7046880897187134,0.1224564282529819
22,12.939937053006933,51.4666443471964,32.756887087010725,447.1569922831225,3.756420998781676,0.6930406200864415,0.1108031583623338
23,12.824636367461126,50.60796238727046,35.23624368412461,442.2666390322928,3.8103133494646126,0.6815856661938479,0.1002588437228037
24,13.386125130783965,50.83567571565583,36.1810213693808,440.2183248873835,3.826341607090992,0.6703200460356392,0.0907179532894125
25,11.810092272218876,50.18569333236197,33.02788131176155,441.7828051904439,3.655453759638616,0.6592406302004438,0.0820849986238988
26,11.260506702571716,48.14729911799628,29.56207080987126,434.4666476334791,3.9077590655704153,0.6483443410015097,0.0742735782143338
27,11.549830834933324,46.69135434464085,29.64990272017342,434.7547150770586,3.742179655523868,0.6376281516217732,0.0672055127397497
28,12.381938893228522,46.53796445992495,27.54961243453729,438.0291428767685,4.0337762034782365,0.6270890852730561,0.0608100626252179
29,10.568068276038154,43.75215861955259,25.967571643873875,432.6750471839,3.792360159908096,0.6167242143691608,0.0550232200564072
30,12.712942294003309,43.64386181390033,30.50881237455134,434.55119711944894,3.6273015071262353,0.6065306597126334,0.0497870683678639
31,10.571444931177105,41.85553226653408,27.72618458868168,430.67638091467904,3.968916617994488,0.5965055896949683,0.0450492023935578
32,9.524583616378736,39.09602960222718,27.421966352768465,437.1672754745518,3.855441328698291,0.5866462195100317,0.0407622039783662
33,9.333180126135233,37.53482930889788,22.718982743548928,435.24361266954224,3.779443920944858,0.5769498103804866,0.03688316740124
34,8.845459431147916,36.1627997165555,26.18264720768548,433.0642210094774,3.7979333267386752,0.5674136687970038,0.033373269960326
35,9.944890923662502,38.07529805124431,25.78464010540344,431.4939137899922,4.077837107721271,0.5580351457700471,0.0301973834223185
36,8.76256783963868,35.97399822638255,26.0177786888808,428.5679835237856,3.899098713132761,0.5488116360940265,0.0273237224472925
37,8.675145449507706,39.154767424378505,21.994984219874883,425.9770472146471,3.889407606213252,0.5397405776236126,0.0247235264703393
38,7.99891357933314,35.009913573998745,21.100459330657323,435.16510656982,3.951714996534599,0.5308194505620139,0.0223707718561656
39,10.26158801018457,37.74508054989663,24.41628116134331,429.9836624388625,3.987552270913569,0.522045776761016,0.0202419114458043
40,6.339177505611481,31.016376808656887,22.969634443307275,427.01535976193617,3.826704442521192,0.513417119032592,0.0183156388887341
41,7.73309779332056,32.67818488650742,21.0766016193205,428.2447797391533,3.975778831413751,0.5049310804718897,0.0165726754017612
42,8.288367455200829,29.32129825872353,22.19667159093202,429.2127987317916,3.879992765218234,0.4965853037914096,0.0149955768204777
43,8.0545152354332,30.93160828064663,23.257766164351963,429.7182461696804,3.957265043036209,0.4883774706661871,0.0135685590122009
44,7.614309264804457,32.343567157919324,20.654968056671056,430.3149707515712,3.972856884948741,0.4803053010897994,0.0122773399030684
45,8.176966424792306,29.36187694047198,20.57827222915529,426.9610228088176,4.293792064118425,0.4723665527410147,0.0111089965382423
46,7.52389361796917,29.01660322319449,20.796688080656452,421.76175465108446,4.097307313819893,0.4645590203609114,0.0100518357446335
47,6.92616768060736,29.80391702760271,20.122175401900797,423.99908438921216,4.263649093280672,0.456880535140292,0.0090952771016958
48,5.947030628372895,32.25700037943464,18.41963899077133,424.8185813147711,3.947429780741415,0.4493289641172215,0.00822974704902
49,7.190965615782856,26.18720483193696,18.400108240422465,422.5970595702742,4.07777941668382,0.4419022095845253,0.0074465830709243
50,5.62612794826102,25.37379547029383,15.09725101953483,422.6605187106547,4.004710228998855,0.4345982085070782,0.0067379469990854
51,4.565568050328917,25.683668497748386,15.61312374168442,412.6890053744551,4.13574724390546,0.4274149319487266,0.0060967465655156
52,7.438345913480555,26.17706434366045,21.15720067388348,426.6219247146814,3.7787972523905418,0.4203503845086819,0.0055165644207607
53,6.085277699782081,24.4442514167808,16.016603720734473,420.6896879746778,3.8490951275232086,0.4134026037672293,0.0049915939069102
54,5.7444989159003335,26.0537081104356,14.05166895557503,425.9637545250424,3.814166772440668,0.4065696597405991,0.0045165809426126
55,5.923415684421994,26.53101238998096,18.34599657737254,423.2529489683054,4.076137445556318,0.3998496543448473,0.004086771438464
56,5.870889313612082,22.186438380474037,18.723942746889584,421.27297984420113,3.9054763680023385,0.3932407208685982,0.0036978637164829
57,5.580169997267937,27.33170553915453,13.768037679020804,425.8162367776293,4.02322434572313,0.3867410234545012,0.0033459654574712
58,5.610748517257269,20.91659764163304,15.506540215333114,417.2382076264458,4.024892024513511,0.3803487565892586,0.0030275547453758
59,5.9361779032430855,23.99341786945409,14.851329467381031,427.3103939384415,3.9649081767490766,0.3740621446020826,0.0027394448187683
60,5.461126541024885,23.14227735571361,14.450770250385943,418.9319580877386,4.08598013791599,0.3678794411714424,0.0024787521766663
61,6.02812299278647,26.14511691741398,13.388286826194232,412.7247177207968,3.9722070686355866,0.3617989288399626,0.0022428677194858
62,7.901548707280458,20.83962943809753,13.14836855751536,415.8636239773821,4.095816963729047,0.3558189185373419,0.0020294306362957
63,6.303214262654146,21.677294207097603,13.403502374115329,418.047629037756,3.929284533498016,0.3499377491111553,0.0018363047770289
64,5.696549056891866,22.21103266987913,14.728267531939055,411.87875695934224,4.04278515801164,0.3441537868654123,0.0016615572731739
65,5.233540953368397,22.558588359109685,13.373125417825907,416.6557230326547,4.061801509735751,0.3384654251067422,0.0015034391929775
66,5.420561194923561,20.073188223404323,13.771086539343427,415.3863055701962,3.8396326568859616,0.3328710836980795,0.0013603680375478
67,5.75701886202961,23.669726567489715,13.426359134739194,414.3346215049095,4.011464164061185,0.3273692086197276,0.0012309119026734
68,5.324289763165505,17.4407754754894,12.6738788424101,414.5272493631444,3.9643972856970513,0.3219582715376759,0.0011137751478448
69,5.974673515433732,17.635561004891166,11.76791441502248,413.54338252220174,3.918919588643037,0.3166367693790532,0.0010077854290485
70,5.796255926398391,19.16786831427079,11.242535085255293,416.2680661135274,4.244576132273743,0.3114032239145976,0.0009118819655545
71,4.429440947051965,17.00869317658783,11.756012878129251,416.2448542626304,4.086974866478919,0.306256181348028,0.0008251049232659
72,4.075594673082621,15.39540281550559,12.083533195178838,414.7235751216532,4.110309895258034,0.3011942119122021,0.0007465858083766
73,4.967535191714311,20.81901021350715,9.75298359614201,415.0728154228968,4.184735205849638,0.2962159094719497,0.0006755387751938
74,6.076701741120995,19.47546011152748,10.522715982311547,415.55422554030594,4.068796526530467,0.291319891133471,0.0006112527611295
75,3.238198117884718,12.974233353867294,12.976192786639253,416.09005523840966,3.943397582914308,0.2865047968601901,0.0005530843701478
76,4.700379372831939,18.95135842381576,10.085448308103215,414.8223043132745,4.145775907370221,0.2817692890949583,0.0005004514334406
77,4.121769405686815,19.06554367980753,11.30413817553718,419.52777140895176,3.9012993723791247,0.2771120523885023,0.0004528271828867
78,3.9550865682309,14.307516704121332,8.793912735143035,418.82942954444405,3.8772996041853953,0.2725317930340126,0.0004097349789797
79,3.813718279386477,18.711652701180142,12.641462193396888,410.2900011726783,4.034862976354519,0.2680272387077725,0.000370743540459
80,5.53635491968226,12.921055761619709,12.59843310226259,410.01755316732977,4.0686860972911925,0.2635971381157267,0.0003354626279025
81,4.981703070795902,14.602649618644708,10.779667877185153,409.8873885896304,3.9299472490903073,0.2592402606458915,0.0003035391380788
82,3.9946568450804905,15.005212720442024,10.409316730394949,415.1054192218174,3.955852828310068,0.2549553960265099,0.0002746535699721
83,3.262360393822848,16.04592073355416,10.748601724270928,410.7605013425292,3.926646087341449,0.250741353989858,0.0002485168271079
84,4.638928636197308,15.60777953755674,9.678149179976028,415.9231670382629,4.04615558116431,0.2465969639416065,0.0002248673241788
85,4.008965796550236,15.01866205242729,8.651119954682045,409.3625647515809,3.997493453532607,0.2425210746356487,0.0002034683690106
86,3.158218531029388,12.62245384494207,10.850698894871792,407.6224830199443,3.957292141538277,0.2385125538543024,0.0001841057936675
87,3.117438896101834,17.17818839900884,8.306027403275245,406.53708569095465,3.9902513927766856,0.2345702880937976,0.0001665858109876
88,3.73480570463706,15.19231754614886,9.865903678994668,406.5414084775201,4.106539462074622,0.2306931822549628,0.0001507330750954
89,1.7518300049082465,12.552706980484476,10.996021518305394,410.1030357532668,3.990212648735024,0.2268801593390236,0.000136388926482
90,3.205515026439304,12.265456064055954,7.143030195553969,417.33984983785393,3.985422002362157,0.2231301601484298,0.0001234098040866
91,3.01818488003166,15.99460497249829,8.568772040822415,413.1512677268224,3.966279743506696,0.2194421429926266,0.0001116658084901
92,2.677778801967624,14.244640755031844,8.660965603123385,411.1841135066694,4.154722946276024,0.2158150833986897,0.000101039401837
93,3.889997921230178,10.935649533761088,5.262501412944959,408.4737254573442,4.055134671627548,0.212247973826743,9.142423147817328e-05
94,2.3759118130991084,11.752003036899806,7.613834655234841,409.4324658484214,4.121046629862688,0.2087398233900796,8.272406555663223e-05
95,3.321248093083004,14.38294799601849,8.325229406587248,407.91125276394,4.031825220626957,0.2052896575799093,7.485182988770058e-05
96,2.6438934498993003,8.17670832083946,6.143940244455052,408.8896168423649,3.844533657492612,0.2018965179946553,6.77287364908539e-05
97,2.5890438715255826,10.1871516732133,9.44878446341621,410.5295473620336,3.9593373316154254,0.1985594620737261,6.128349505322213e-05
98,2.441691429622766,13.164883159590431,10.319054978546854,411.7075549142148,4.017221137673746,0.1952775628356857,5.545159943217694e-05
99,5.746728714534256,9.082851403282726,9.90623187580109,408.5241932193365,4.123336120727995,0.1920499086207541,5.017468205617528e-05
100,2.937380564703115,14.551543884297333,10.68632995759803,411.4032015234792,3.761127934762526,0.1888756028375618,4.539992976248485e-05
101,1.95652723822536,8.918735434546848,6.995704421940311,409.0674520518917,4.068504147240238,0.1857537637140913,4.107955522530072e-05
102,1.1341886499390204,8.194714767576345,9.09727175169693,407.9842125318624,4.11546806565793,0.1826835240527346,3.7170318684126734e-05
103,1.2166219145381507,8.124557713136664,7.700203060544025,410.29932982248647,3.898593470392032,0.1796640309893994,3.363309518571897e-05
104,1.663441157349852,10.688238529123977,5.21912615858434,407.3105956867064,3.850381547642309,0.1766944457565967,3.0432483008403628e-05
105,2.124201573414325,9.607630174523663,5.534876217109691,408.9416071753545,4.313386456932086,0.1737739434504451,2.753644934974716e-05
106,2.3639130606225383,8.714435479784663,6.236536620006258,408.487104055528,3.997354285022091,0.1709017128015248,2.4916009731503204e-05
107,3.574583459042524,10.30827757178144,4.055676207710432,411.5536667161485,3.9290019818408615,0.1680769559495201,2.254493791321221e-05
108,1.999010839515539,8.311078210691718,6.579550013438489,408.0280172899943,4.013437177384618,0.1652988882215865,2.039950341117192e-05
109,2.815736389876521,10.263315345901647,6.551357541104466,409.19825659089366,4.099175295310163,0.1625667379143807,1.845823399578056e-05
110,2.368197891735275,10.893084461770837,10.728897584079728,404.9207080621367,3.926443015949765,0.1598797460796939,1.670170079024566e-05
111,2.966063010014826,10.153924508426163,6.7481317014448745,407.18264265262616,4.137426284476204,0.1572371663136276,1.5112323819855032e-05
112,2.8265201199138845,7.118993851540813,8.26652353762709,411.6473214187718,3.834496815505874,0.1546382645492548,1.3674196065680964e-05
113,2.312745120621107,10.93121939647559,6.922748933982952,411.68188711427325,3.987972259667707,0.1520823188527075,1.237292426178822e-05
114,2.141985768606194,9.299022988020202,4.953941066272497,409.5306163737568,4.003574036883414,0.149568619222635,1.1195484842590942e-05
115,4.174711723294812,10.49306230316074,4.430479345784898,405.7381786019806,4.147930824691715,0.1470964673929768,1.013009359863071e-05
116,2.278488834898961,10.63244988955542,4.927700844574486,404.82024365781314,3.98623622965678,0.144665176638995,9.166087736247615e-06
117,0.9904728588156786,7.760962153629779,5.189201795485093,404.6419862380525,3.988457546162455,0.1422740715865136,8.29381916075737e-06
118,1.516102010921608,9.96288193002922,7.346956786745986,405.3364524334576,3.967399741121384,0.1399224880243094,7.504557915076859e-06
119,0.3896778996970411,6.839493736396024,7.38136404550851,407.9873572660173,3.757213785747464,0.1376097727196054,6.79040480737947e-06
120,1.3812919204539384,9.294548890486968,4.8257331679544375,404.6133576430915,3.9487821277085535,0.1353352832366126,6.14421235332821e-06
121,0.52657076619017,4.743874756164363,4.952986503246929,403.5709668143084,4.224598560681052,0.1330983877580718,5.559513241650147e-06
122,2.9900730584366872,9.20958177704879,4.0383209517138345,402.990501375525,3.984255600768561,0.1308984649097443,5.030455607111448e-06
123,4.174043722120658,7.776851385249177,4.865795926914575,404.254291509585,4.076708290916686,0.1287349035878042,4.551744463083231e-06
124,2.1761280510297065,4.240353081996766,5.4798520357997536,400.0967137508912,3.967845591950897,0.1266071027890835,4.118588707535707e-06
125,1.1027526713455478,8.13926168739078,4.150574628177258,401.6949274074912,4.024588980478933,0.1245144714441229,3.726653172078672e-06
126,1.0902958265695202,6.282849285962014,5.111588386760236,403.1821840888987,3.9727486074710736,0.1224564282529819,3.3720152341391845e-06
127,0.5256980552454438,11.461764990538168,3.8594887102469126,404.99314801609455,3.917895750433975,0.1204324015237627,3.0511255580364225e-06
