Time_s,CH4_ppm
0,43.83894694589488
1,42.23647026960219
2,38.17310357398135
3,36.92576269513743
4,33.86177335619437
5,33.01111907492099
6,30.953826146946017
7,30.36453882634335
8,27.870764102798546
9,25.644674256709944
10,23.121080572420766
11,21.453741611299503
12,21.851145980437867
13,21.583235421224515
14,20.172345311994878
15,18.245930528457986
16,16.98808299957255
17,17.947049815508272
18,16.33197293098786
19,13.62732314634485
20,16.360486496424805
21,12.017805864038966
22,12.939937053006933
23,12.824636367461126
24,13.386125130783965
25,11.810092272218876
26,11.260506702571716
27,11.549830834933324
28,12.381938893228522
29,10.568068276038154
30,12.712942294003309
31,10.571444931177103
32,9.524583616378736
33,9.333180126135233
34,8.845459431147916
35,9.944890923662502
36,8.76256783963868
37,8.675145449507706
38,7.99891357933314
39,10.26158801018457
40,6.339177505611481
41,7.73309779332056
42,8.288367455200829
43,8.0545152354332
44,7.614309264804457
45,8.176966424792306
46,7.52389361796917
47,6.92616768060736
48,5.947030628372895
49,7.190965615782856
50,5.62612794826102
51,4.565568050328917
52,7.438345913480555
53,6.085277699782081
54,5.7444989159003335
55,5.923415684421994
56,5.870889313612082
57,5.580169997267937
58,5.610748517257269
59,5.9361779032430855
60,5.461126541024885
61,6.02812299278647
62,7.901548707280458
63,6.303214262654146
64,5.696549056891866
65,5.233540953368397
66,5.420561194923561
67,5.75701886202961
68,5.324289763165505
69,5.974673515433732
70,5.796255926398391
71,4.429440947051965
72,4.075594673082621
73,4.967535191714311
74,6.076701741120995
75,3.238198117884718
76,4.700379372831939
77,4.121769405686815
78,3.9550865682308998
79,3.8137182793864772
80,5.53635491968226
81,4.981703070795902
82,3.9946568450804905
83,3.2623603938228474
84,4.638928636197308
85,4.008965796550236
86,3.158218531029388
87,3.117438896101834
88,3.7348057046370595
89,1.7518300049082465
90,3.205515026439304
91,3.01818488003166
92,2.677778801967624
93,3.889997921230178
94,2.3759118130991084
95,3.3212480930830037
96,2.6438934498993003
97,2.5890438715255826
98,2.441691429622766
99,5.746728714534256
100,2.937380564703115
101,1.9565272382253602
102,1.1341886499390204
103,1.2166219145381507
104,1.663441157349852
105,2.124201573414325
106,2.3639130606225383
107,3.574583459042524
108,1.999010839515539
109,2.8157363898765215
110,2.368197891735275
111,2.966063010014826
112,2.8265201199138845
113,2.312745120621107
114,2.141985768606194
115,4.174711723294812
116,2.278488834898961
117,0.9904728588156786
118,1.516102010921608
119,0.38967789969704114
120,1.3812919204539384
121,0.52657076619017
122,2.9900730584366872
123,4.174043722120658
124,2.1761280510297065
125,1.1027526713455478
126,1.0902958265695202
127,0.5256980552454438
128,0.3814239346177457
129,1.4945948750860127
130,2.7370155027149874
131,1.2896944709633278
132,0.0
133,3.751459581698808
134,0.0
135,2.191192402741646
136,3.471491944814841
137,2.73121260323207
138,2.2956137496835733
139,0.0
140,2.2734205265659373
141,0.7160907701480798
142,1.3869428116227318
143,0.0
144,0.10981005066200278
145,0.32087518972963314
146,3.234444822990947
147,0.3886200196445734
148,0.0
149,0.0
150,3.052772439278234
151,1.8883147392575121
152,0.6490714484695309
153,0.0
154,0.07191614449327388
155,0.338892319885603
156,3.160201749440776
157,0.2062588084782908
158,1.7370783926595768
159,0.0
160,0.6874306924814888
161,2.048696732430049
162,0.3840969075070192
163,0.0
164,1.7331833854903707
165,1.550305501467108
166,1.2424847747437966
167,2.0550460568986275
168,0.440010127336996
169,1.2756608413343664
170,0.0
171,0.6037759992501647
172,0.9213133176569124
173,0.0
174,0.22251667677024434
175,1.518250655289433
176,0.0
177,0.07087003443621231
178,0.8811503494836443
179,3.796804133197709
180,1.7280704346907956
181,0.1879127483579972
182,0.0
183,0.3499833875745749
184,0.7309046419096576
185,1.7851107451659773
186,0.14389981441542066
187,1.5063591001636938
188,1.7625035012739036
189,0.40372907798766877
190,1.4148907021132877
191,0.2543475934095582
192,0.6391090096914945
193,0.0
194,0.6375612187343631
195,1.442035762296062
196,1.1544537344600232
197,0.32073446612479617
198,1.5641151854784974
199,0.0
200,0.30433134310023013
201,0.0
202,1.1993247704760306
203,0.07751223941009666
204,0.7352628284947931
205,0.6857903256166091
206,0.4795144327652737
207,0.7848558375039354
208,1.2184405261211166
209,0.3734606985235361
210,1.0080030029994314
211,0.6199203144157563
212,1.0218655065159907
213,0.18650859085912003
214,1.4648037113169836
215,1.0459805640564288
216,0.0
217,0.24061792594561715
218,0.0
219,0.0
220,0.1712027341867336
221,1.70718191555153
222,1.0540641557111918
223,0.35574067910992935
224,0.7883879668336591
